NodeA	NodeB	TCGA_A7_A0CE	TCGA_A7_A0CH	TCGA_A7_A0D9	TCGA_A7_A0DB	TCGA_A7_A13E	TCGA_A7_A13F	TCGA_A7_A13G	TCGA_AC_A23H	TCGA_AC_A2FB	TCGA_AC_A2FF	TCGA_AC_A2FM	TCGA_BH_A0AU	TCGA_BH_A0AY	TCGA_BH_A0AZ	TCGA_BH_A0B3	TCGA_BH_A0B5	TCGA_BH_A0B7	TCGA_BH_A0BA	TCGA_BH_A0BC	TCGA_BH_A0BJ	TCGA_BH_A0BM	TCGA_BH_A0BQ	TCGA_BH_A0BS	TCGA_BH_A0BV	TCGA_BH_A0BW	TCGA_BH_A0BZ	TCGA_BH_A0C0	TCGA_BH_A0C3	TCGA_BH_A0DD	TCGA_BH_A0DG	TCGA_BH_A0DH	TCGA_BH_A0DK	TCGA_BH_A0DL	TCGA_BH_A0DO	TCGA_BH_A0DP	TCGA_BH_A0DQ	TCGA_BH_A0DT	TCGA_BH_A0DV	TCGA_BH_A0DZ	TCGA_BH_A0E0	TCGA_BH_A0E1	TCGA_BH_A0H5	TCGA_BH_A0H7	TCGA_BH_A0H9	TCGA_BH_A0HA	TCGA_BH_A0HK	TCGA_BH_A18J	TCGA_BH_A18L	TCGA_BH_A18M	TCGA_BH_A18N	TCGA_BH_A18P	TCGA_BH_A18Q	TCGA_BH_A18R	TCGA_BH_A18S	TCGA_BH_A18U	TCGA_BH_A18V	TCGA_BH_A1EN	TCGA_BH_A1EO	TCGA_BH_A1ET	TCGA_BH_A1EU	TCGA_BH_A1EV	TCGA_BH_A1EW	TCGA_BH_A1F0	TCGA_BH_A1F2	TCGA_BH_A1F6	TCGA_BH_A1F8	TCGA_BH_A1FC	TCGA_BH_A1FE	TCGA_BH_A1FG	TCGA_BH_A1FH	TCGA_BH_A1FJ	TCGA_BH_A1FM	TCGA_BH_A1FN	TCGA_BH_A1FR	TCGA_BH_A1FU	TCGA_BH_A203	TCGA_BH_A204	TCGA_BH_A208	TCGA_BH_A209	TCGA_E2_A153	TCGA_E2_A158	TCGA_E2_A15I	TCGA_E2_A15K	TCGA_E2_A15M	TCGA_E2_A1BC	TCGA_E2_A1IG	TCGA_E2_A1L7	TCGA_E2_A1LB	TCGA_E2_A1LH	TCGA_E9_A1N4	TCGA_E9_A1N5	TCGA_E9_A1N9	TCGA_E9_A1NA	TCGA_E9_A1ND	TCGA_E9_A1NF	TCGA_E9_A1NG	TCGA_E9_A1R7	TCGA_E9_A1RB	TCGA_E9_A1RC	TCGA_E9_A1RD	TCGA_E9_A1RF	TCGA_E9_A1RH	TCGA_E9_A1RI	TCGA_GI_A2C8	TCGA_GI_A2C9
H[c]	RXN_255	0.1878	0.4771	0.1378	0.2463	0.5078	0.3838	0.4178	0.2603	0.1669	0.1453	0.3225	0.3969	0.0816	0.2888	0.1949	0.2889	0.1652	0.2446	0.2283	0.2495	0.2113	0.2626	0.3778	0.4524	0.4717	0.1616	0.1957	0.2105	0.4458	0.5472	0.168	0.1065	0.1461	0.3746	0.3716	0.1995	0.3832	0.1628	0.1619	0.4272	0.4036	0.2183	0.2005	0.1841	0.3642	0.1395	0.8443	0.4668	0.2665	0.3986	0.1738	0.2277	0.1698	0.4679	0.2295	0.1964	0.1687	0.3238	0.3353	0.3633	0.3801	0.5831	0.1352	0.2612	0.0826	0.216	0.1975	0.1651	0.3689	0.1511	1	0.2504	0.172	0.1616	0.3121	0.3316	0.256	0.1147	0.2761	0.5586	0.244	0.2515	0.3453	0.191	0.2107	0.1733	0.1724	0.2588	0.1474	0.2767	0.3134	0.1229	0.3667	0.2608	0.3431	0.2484	0.2168	0.8213	0.5125	0.5781	0.3965	0.1384	0.8758	0.0681	0.3123
NADP[c]	RXN_255	0.1878	0.4771	0.1378	0.2463	0.5078	0.3838	0.4178	0.2603	0.1669	0.1453	0.3225	0.3969	0.0816	0.2888	0.1949	0.2889	0.1652	0.2446	0.2283	0.2495	0.2113	0.2626	0.3778	0.4524	0.4717	0.1616	0.1957	0.2105	0.4458	0.5472	0.168	0.1065	0.1461	0.3746	0.3716	0.1995	0.3832	0.1628	0.1619	0.4272	0.4036	0.2183	0.2005	0.1841	0.3642	0.1395	0.8443	0.4668	0.2665	0.3986	0.1738	0.2277	0.1698	0.4679	0.2295	0.1964	0.1687	0.3238	0.3353	0.3633	0.3801	0.5831	0.1352	0.2612	0.0826	0.216	0.1975	0.1651	0.3689	0.1511	1	0.2504	0.172	0.1616	0.3121	0.3316	0.256	0.1147	0.2761	0.5586	0.244	0.2515	0.3453	0.191	0.2107	0.1733	0.1724	0.2588	0.1474	0.2767	0.3134	0.1229	0.3667	0.2608	0.3431	0.2484	0.2168	0.8213	0.5125	0.5781	0.3965	0.1384	0.8758	0.0681	0.3123
3_keto_4_methylzymosterol[c]	RXN_255	0.1878	0.4771	0.1378	0.2463	0.5078	0.3838	0.4178	0.2603	0.1669	0.1453	0.3225	0.3969	0.0816	0.2888	0.1949	0.2889	0.1652	0.2446	0.2283	0.2495	0.2113	0.2626	0.3778	0.4524	0.4717	0.1616	0.1957	0.2105	0.4458	0.5472	0.168	0.1065	0.1461	0.3746	0.3716	0.1995	0.3832	0.1628	0.1619	0.4272	0.4036	0.2183	0.2005	0.1841	0.3642	0.1395	0.8443	0.4668	0.2665	0.3986	0.1738	0.2277	0.1698	0.4679	0.2295	0.1964	0.1687	0.3238	0.3353	0.3633	0.3801	0.5831	0.1352	0.2612	0.0826	0.216	0.1975	0.1651	0.3689	0.1511	1	0.2504	0.172	0.1616	0.3121	0.3316	0.256	0.1147	0.2761	0.5586	0.244	0.2515	0.3453	0.191	0.2107	0.1733	0.1724	0.2588	0.1474	0.2767	0.3134	0.1229	0.3667	0.2608	0.3431	0.2484	0.2168	0.8213	0.5125	0.5781	0.3965	0.1384	0.8758	0.0681	0.3123
RXN_255	NADPH[c]	0.1878	0.4771	0.1378	0.2463	0.5078	0.3838	0.4178	0.2603	0.1669	0.1453	0.3225	0.3969	0.0816	0.2888	0.1949	0.2889	0.1652	0.2446	0.2283	0.2495	0.2113	0.2626	0.3778	0.4524	0.4717	0.1616	0.1957	0.2105	0.4458	0.5472	0.168	0.1065	0.1461	0.3746	0.3716	0.1995	0.3832	0.1628	0.1619	0.4272	0.4036	0.2183	0.2005	0.1841	0.3642	0.1395	0.8443	0.4668	0.2665	0.3986	0.1738	0.2277	0.1698	0.4679	0.2295	0.1964	0.1687	0.3238	0.3353	0.3633	0.3801	0.5831	0.1352	0.2612	0.0826	0.216	0.1975	0.1651	0.3689	0.1511	1	0.2504	0.172	0.1616	0.3121	0.3316	0.256	0.1147	0.2761	0.5586	0.244	0.2515	0.3453	0.191	0.2107	0.1733	0.1724	0.2588	0.1474	0.2767	0.3134	0.1229	0.3667	0.2608	0.3431	0.2484	0.2168	0.8213	0.5125	0.5781	0.3965	0.1384	0.8758	0.0681	0.3123
RXN_255	4_alpha_methylzymosterol[c]	0.1878	0.4771	0.1378	0.2463	0.5078	0.3838	0.4178	0.2603	0.1669	0.1453	0.3225	0.3969	0.0816	0.2888	0.1949	0.2889	0.1652	0.2446	0.2283	0.2495	0.2113	0.2626	0.3778	0.4524	0.4717	0.1616	0.1957	0.2105	0.4458	0.5472	0.168	0.1065	0.1461	0.3746	0.3716	0.1995	0.3832	0.1628	0.1619	0.4272	0.4036	0.2183	0.2005	0.1841	0.3642	0.1395	0.8443	0.4668	0.2665	0.3986	0.1738	0.2277	0.1698	0.4679	0.2295	0.1964	0.1687	0.3238	0.3353	0.3633	0.3801	0.5831	0.1352	0.2612	0.0826	0.216	0.1975	0.1651	0.3689	0.1511	1	0.2504	0.172	0.1616	0.3121	0.3316	0.256	0.1147	0.2761	0.5586	0.244	0.2515	0.3453	0.191	0.2107	0.1733	0.1724	0.2588	0.1474	0.2767	0.3134	0.1229	0.3667	0.2608	0.3431	0.2484	0.2168	0.8213	0.5125	0.5781	0.3965	0.1384	0.8758	0.0681	0.3123
H[c]	RXN_256	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
O2[c]	RXN_256	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
NADPH[c]	RXN_256	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
4_alpha_methylzymosterol[c]	RXN_256	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
RXN_256	H2O[c]	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
RXN_256	NADP[c]	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
RXN_256	4_alpha_hydroxymethyl_5alpha_cholesta_8_24_dien_3beta_ol[c]	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
H[c]	RXN_257	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
O2[c]	RXN_257	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
NADPH[c]	RXN_257	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
4_alpha_hydroxymethyl_5alpha_cholesta_8_24_dien_3beta_ol[c]	RXN_257	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
RXN_257	H2O[c]	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
RXN_257	NADP[c]	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
RXN_257	4_alpha_formyl_5alpha_cholesta_8_24_dien_3beta_ol[c]	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
H[c]	RXN_258	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
O2[c]	RXN_258	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
NADPH[c]	RXN_258	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
4_alpha_formyl_5alpha_cholesta_8_24_dien_3beta_ol[c]	RXN_258	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
